x,y
1.29E+05,-34154
1.29E+05,-34262
1.29E+05,-34370
1.29E+05,-34478
1.29E+05,-34587
1.29E+05,-34696
1.29E+05,-34804
1.30E+05,-34913
1.30E+05,-35022
1.30E+05,-35131
1.30E+05,-35240
1.30E+05,-35349
1.30E+05,-35458
1.30E+05,-35568
1.30E+05,-35677
1.30E+05,-35787
1.30E+05,-35896
1.30E+05,-36006
1.30E+05,-36116
1.30E+05,-36226
1.30E+05,-36336
1.31E+05,-36446
1.31E+05,-36556
1.31E+05,-36667
1.31E+05,-36777
1.31E+05,-36888
1.31E+05,-36998
1.31E+05,-37109
1.31E+05,-37220
1.31E+05,-37331
1.31E+05,-37442
1.31E+05,-37553
1.31E+05,-37664
1.31E+05,-37776
1.31E+05,-37887
1.32E+05,-37999
1.32E+05,-38110
1.32E+05,-38222
1.32E+05,-38334
1.32E+05,-38446
1.32E+05,-38558
1.32E+05,-38670
1.32E+05,-38782
1.32E+05,-38894
1.32E+05,-39007
1.32E+05,-39119
1.32E+05,-39232
1.32E+05,-39344
1.32E+05,-39457
1.33E+05,-39570
1.33E+05,-39683
1.33E+05,-39796
1.33E+05,-39909
1.33E+05,-40023
1.33E+05,-40136
1.33E+05,-40250
1.33E+05,-40363
1.33E+05,-40477
1.33E+05,-40591
1.33E+05,-40704
1.33E+05,-40818
1.33E+05,-40932
1.33E+05,-41047
1.34E+05,-41161
1.34E+05,-41275
1.34E+05,-41390
1.34E+05,-41504
1.34E+05,-41619
1.34E+05,-41734
1.34E+05,-41849
1.34E+05,-41963
1.34E+05,-42079
1.34E+05,-42194
1.34E+05,-42309
1.34E+05,-42424
1.34E+05,-42540
1.34E+05,-42655
1.34E+05,-42771
1.35E+05,-42887
1.35E+05,-43002
1.35E+05,-43118
1.35E+05,-43234
1.35E+05,-43351
1.35E+05,-43467
1.35E+05,-43583
1.35E+05,-43700
1.35E+05,-43816
1.35E+05,-43933
1.35E+05,-44049
1.35E+05,-44166
1.35E+05,-44283
1.35E+05,-44400
1.36E+05,-44517
1.36E+05,-44634
1.36E+05,-44752
1.36E+05,-44869
1.36E+05,-44987
1.36E+05,-45104
1.36E+05,-45222
1.36E+05,-45340
1.36E+05,-45458
1.36E+05,-45576
1.36E+05,-45694
1.36E+05,-45812
1.36E+05,-45930
1.36E+05,-46048
1.37E+05,-46167
1.37E+05,-46286
1.37E+05,-46404
1.37E+05,-46523
1.37E+05,-46642
1.37E+05,-46761
1.37E+05,-46880
1.37E+05,-46999
1.37E+05,-47118
1.37E+05,-47238
1.37E+05,-47357
1.37E+05,-47477
1.37E+05,-47596
1.37E+05,-47716
1.38E+05,-47836
1.38E+05,-47956
1.38E+05,-48076
1.38E+05,-48196
1.38E+05,-48316
1.38E+05,-48437
1.38E+05,-48557
1.38E+05,-48678
1.38E+05,-48798
1.38E+05,-48919
1.38E+05,-49040
1.38E+05,-49161
1.38E+05,-49282
1.38E+05,-49403
1.39E+05,-49524
1.39E+05,-49645
1.39E+05,-49767
1.39E+05,-49888
1.39E+05,-50010
1.39E+05,-50132
1.39E+05,-50254
1.39E+05,-50375
1.39E+05,-50497
1.39E+05,-50620
1.39E+05,-50742
1.39E+05,-50864
1.39E+05,-50986
1.39E+05,-51109
1.40E+05,-51232
1.40E+05,-51354
1.40E+05,-51477
1.40E+05,-51600
1.40E+05,-51723
1.40E+05,-51846
1.40E+05,-51969
1.40E+05,-52092
1.40E+05,-52216
1.40E+05,-52339
1.40E+05,-52463
1.40E+05,-52587
1.40E+05,-52710
1.40E+05,-52834
1.41E+05,-52958
1.41E+05,-53082
1.41E+05,-53206
1.41E+05,-53331
1.41E+05,-53455
1.41E+05,-53579
1.41E+05,-53704
1.41E+05,-53829
1.41E+05,-53953
1.41E+05,-54078
1.41E+05,-54203
1.41E+05,-54328
1.41E+05,-54453
1.41E+05,-54579
